220,"东西之道


    
       : 《道德经》与西方哲学",【内容推荐】
221,忧郁的热带,作者在青壮年时期，曾亲访亚马逊河流域与巴西高地森林。在丛林深处找到还原于最基本形态的人类社会。
222,本书书名无法描述本书内容,写这本书的人，也是《生活大爆炸》的编剧兼执行制片人。《生活大爆炸》有多搞笑，这本书就有多烧脑。反之亦然。
223,洞穴奇案,《洞穴奇案》讲述的是五名洞穴探险人受困山洞，无法在短期内获救。为了维生以待救援，大家约定抽签吃掉其中一人，牺牲他以救活其余四人。借助这个假想公案，实际上反映了20世纪各个流派的法哲学思想，《洞穴奇案》既是法哲学专业领域寓言式的经典文献，又是大学跨学科通识教育的理想读本。《洞穴奇案》适合的读者是那些不热衷于给观点贴标签或猎寻虚幻、对严肃而有意义的论证充满兴趣的人。
224,方向,欧洲艺术漫画奇才马修全新烧脑神作
225,解体概要,本书是萧沆的代表作，以片段写作的方式，呈现了真实的人生经验，它会破坏你我所有的信念，从心灵到肉体、从宗教到哲学、从出生到终结，任何既定想法，都会在这本书的阅读过程中，全面解体。本书是萧沆的第一部法文作品，被认为“足令法文增辉”，并获法国里瓦罗尔（RIVAROL）奖。
226,西方哲学史讲演录,《西方哲学史讲演录》是一部“西方哲学史”通识课程的教材，在课堂录音的基础上整理成稿。《西方哲学史讲演录》从古希腊罗马哲学一直讲到黑格尔哲学，系统地阐述了西方哲学发生、发展的历史过程和逻辑脉络。全书思路清晰、内容丰富、文字清新简洁，深入浅出地展示了西方哲学史的精神内涵和演进历程。《西方哲学史讲演录》作者赵林教授是国家教学名师，主讲“西方哲学史”课程达20年之久，该课程于2006年被教育部评为国家级精品课程。《西方哲学史讲演录》充分展现了赵林教授的深邃思想和雄辩口才，堪称一部“西部哲学史”的上乘入门教材。
227,为何一切尚未消失?,本书收入法国著名思想家让·鲍德里亚的三篇文章，分别为《狂欢节与食人族--世界对抗的游戏》《恶会腹语》《为何一切尚未消失》。作者将现代性设想为一场肇始于西欧的冒险和一出随后在全球范围内，在西方宗教的、科技的、经济的、政治的价值标准被输入的所有地方不断重演的巨大闹剧。在全球性的媒体-虚拟-网络垄断或说霸权之下，人的存在显然只能以自身的消亡为代价。他只有以自身在技术层面的消失和融入数字技术的秩序为代价才能获得永生。
228,"正见


    
       : 佛陀的证悟",在这本书中，宗萨蒋扬钦哲仁波切的以最简单的语言来说明佛教最核心的四法印见地，文字看似简单，却包含了深入浅出的层层奥义。下笔行云流水，诙谐幽默又字字珠玑。在轻快的字句后面，充满了引导无明众生脱离轮回的佛菩萨大悲大愿。
229,刺猬的优雅,"一个是不安分的女孩, 生于富裕家庭、父亲是国会议员,聪明得可以说是天才. 即便拥有看似完美的一切，却着实厌倦生活中的所有，小小眼睛已看透成人世的虚伪与空虚,被老爱大惊小怪的妈妈误认为精神异常。面对荒谬的外在世界，她为自己订了个人生目标──在十三岁生日当天自杀，并放火烧了父母的豪宅……"
230,金刚经说什么,作者依据梁代昭明太子的分法，将《金刚经》分为32品（相当于章），然后逐品作了讲解，每一品均以一首偈颂作总结，以阐发他的心得。
231,人生的枷锁,《人生的枷锁》是毛姆的代表作，具有明显的自传色彩。
232,悉达多,古印度贵族青年悉达多英俊聪慧，拥有人们羡慕的一切。为了追求心灵的安宁，他孤身一人展开了求道之旅。他在舍卫城聆听佛陀乔答摩宣讲教义，在繁华的大城中结识了名妓伽摩拉，并成为一名富商。心灵与肉体的享受达到顶峰，却让他对自己厌倦、鄙弃到极点。在与伽摩拉最后一次欢爱之后，他抛弃了自己所有世俗的一切，来到那河边，想结束自己的生命。在那最绝望的一刹那，他突然听到了生命之河永恒的声音……经过几乎一生的追求，悉达多终于体验到万事万物的圆融统一，所有生命的不可摧毁的本性，并最终将自我融入了瞬间的永恒之中。
233,与神对话,1996年11月，许多美国人不再为圣诞节送什么礼物给亲友发愁，因为他们都已经有了目标：那是一本叫做《与神对话》的书，作者是名不见经传的尼尔·唐纳德·沃尔什。这本书只有211页，定价也不高，才19.95美元，但是在他们看来，没有比它更合适、更贵重的礼物，因为它详细解答了生活与爱、善与恶、金钱和健康等各种问题，全新的世界观和人生观令人脱胎换骨。
234,周国平人生哲思录,《周国平人生哲思录》，围绕人生这一主题，以语丝形式，向读者介绍了简单、爱生命、超脱、人生境界、生活质量、享受、苦难、情感体验等内容，《周国平人生哲思录》收作者在这方面的相关论述，发类编排。充分体现了作者对人生问题的思考和卓见。内容精采，富有哲理，文句精炼。
235,精神分析引论,精神分析是一种治疗神经病的方法，也是一种研究心理功能的技术，以后形成一种心理学的理论，成为现代心理学的一个重要学派，对心理学、医学、人类学乃至史学、文学艺术和哲学都发生了不同程度的影响。本书是精神分析学派的最重要的经典。精神分析理论的基本概念的方法都在这部著作当中得到精深的表述。
236,"善的脆弱性


    
       : 古希腊悲剧和哲学中的运气与伦理",玛莎•纳斯鲍姆《善的脆弱性》修订版序言
237,悲剧的诞生,悲剧的诞生，ISBN：9787100086820，作者：（德）尼采 著，孙周兴 译
238,动物农场,《动物农场》是奥威尔最优秀的作品之一，是一则入木三分的反乌托的政治讽喻寓言。农场的一群动物成功地进行了一场“革命”，将压榨他们的人类东家赶出农场，建立起一个平等的动物社会。然而，动物领袖，那些聪明的猪们最终却篡夺了革命的果实，成为比人类东家更加独裁和极权的统治者。“多一个人看奥威尔，就多了一分自由的保障，”有论家如是说。
239,"穷查理宝典


    
       : 查理•芒格智慧箴言录",《穷查理宝典》完整收录了查理·芒格的个人传记与投资哲学，以及过去20年来芒格主要的公开演讲和媒体访谈。他拥有百科全书式的知识，从古代的雄辩家，到18、19世纪的欧洲文豪，再到当代的流行文化偶像，这些人的名言他都能信手拈来，并用这些来强调终身学习和保持求知欲望的好处。全书贯穿了芒格的聪慧机智，令人敬服的价值观和深不可测的修辞天赋。
240,世界哲学史,本书讲述了公元前两千多年至今的哲学思想史，既有婆罗门教、佛教、儒家、道家等东方思想，也涵括了从古希腊罗马哲学、中世纪哲学一直到当下的存在主义等西方流派。当然，它不可能穷尽所有的思想，更没法解答一切疑问，但通过把其中那些最杰出的成果，那些关于人生最根本问题的回答，以简洁有力的方式传达出来，让我们得以穿透漫长的时空，从这些伟大心灵中汲取养分和勇气，去追寻自己的答案。我们将会发现，四千年来，从古印度的无名作者到哲学巨擘康德，从中国到欧洲，对何以为人、何为良好生活的追问从来没有停止过。
241,精神现象学（上卷）,《精神现象学(上卷)》不仅是黑格尔本人全部著作最有独创性的著作，而且是在整个西方哲学历史上最富于新颖独创的著作之一。他是它不是从天而降，它也有其来源和继承，发展过程。
242,"病隙碎笔


    
       : 史铁生人生笔记",史铁生用生动而通俗甚至是优美的语言追寻和探索了关于我们人生的已知和未知的道理：人生、命运、爱情、金钱、道义、信仰，健康的心态、成功的途径和价值、孩子的教育、家庭的纽带，共分六部分，243则。
243,"思想录


    
       : 论宗教和其他主题的思想",《思想录》是帕斯卡尔的代表作，而该书又被法国大文豪伏尔泰称为“法国第一部散文杰作”它文思流畅，清明如水，作者在此书中以一种浪漫思维的方式来谈问题，处处闪现思想的火花，更有许多提问和警句发人深省。
244,查拉图斯特拉如是说,《查拉图斯特拉如是说》是尼采的里里程碑式的作品，几乎包括了尼采的全部思想。这本以散文诗体写就的杰作，以震聋发聩的奇异灼见和横空出世的警世招语宣讲“超人哲学”和“权力意志”，横扫了基督教所造成的精神奴性的方方面面，谱写了一曲自由主义的人性壮歌，在这本书里，尼采宣告“上帝死了”，让“超人”出世，于是近代人类思想的天空有了一道光耀千年的奇异彩虹。
245,地下室手记,《地下室手记》体现了陀思妥耶夫斯基诗学的全部艺术特色，内容深刻，形式诡异，既像小说，又像忏悔录，又像哲学论文。作品主人公既像坏人，又像好人；既像小人，又像一个饱经沧桑、逆来顺受的人；既像英雄，又像“非英雄”，又什么都不像。……“地下室人”被认为是“自我中心主义者的典型”，但是又有人认为，  “地下室人”是俄国的哈姆雷特，是“多余人”的当代变形。
246,大设计,宇宙何时并如何起始？我们为何在此？为何是有非无？何为实在本性？为何自然定律被这么精细地调谐至让我们这样的生命存在？以及最后，我们宇宙的表观“大设计”能否证实使事物运行的仁慈的造物主？科学能否提供另一种解释？
247,论自由,《论自由》是英国资产阶级哲学家、经济学家、自由主义的著名代表人物。书中论述资本主义制度下的公民自由权利，阐明“社会所能合法施用于个人的权力的性质和限度”，并提出了自由的各项“原则”。
248,"红书


    
       : 荣格手稿",《红书》拉丁文书名为《新书》（Liber Novus）。此手稿二百多页，为荣格亲笔所写，亲手所绘。约创作于1914年到1930年间，记录了作者个人的梦境、灵魔与精神追寻历程。荣格生前拒绝出版，直到其去世后近五十年，此书方得见天日，公开出版，原色原大，连污渍破损都清晰保留。虽然美国版定价高达195美元，德国版198欧元，英国版140英镑，法国版199欧元，但是荣格的手绘插图太过精美，大量与心理学无关的读者把它当作艺术品收藏，蜂拥抢购，导致该书数次脱销，甚至登上了《纽约时报》的畅销书排行榜。美国出版商初见书稿即“魂飞魄散”，惊叹其“美得令人无法释手”。
249,孙子兵法,《孙子兵法》十三篇涉及军事理论、实践各个方面，内容博大精深，思想深邃富瞻，逻辑缜密严谨，既是我国古代军事文化遗产中的瑰宝，又是我国优秀传统文化的重要组成部分。本书以杨炳安先生的《十一家注孙子校理》为底本，吸取古今整理、注释、校勘的优秀成果，对《孙子兵法》全文进行注译，每篇逐一题解，资料丰富，解说详尽，尤其是将孙子思想放在先秦诸子、先秦文化的大背景下加以阐发，颇多新论。这是一部学习、研读《孙子兵法》的优秀读本。
250,"想透彻


    
       : 当代哲学导论",本书是一部全面、生动的当代哲学导论著作，介绍了人类生活中最为关键的那些问题，包括心灵与知识的本质、道德论断的状况、上帝的存在、科学的作用，以及语言的法则。
251,每当我找到生命的意义，它就又变了（珍藏版）,【编辑推荐】
252,生活的艺术,《生活的艺术》是林语堂旅美专事创作后的第一部书，也是继《吾国与吾民》之后再获成功的又一英文作品。该书于1937年在美国出版，次年便居美国畅销书排行榜榜首达52周，且接连再版四十余次，并为十余种文字所翻译。
253,艺术哲学,《艺术哲学》是“一部有关艺术、历史及人类文化的巨著”，“采用的不是一般教科书的形式，而是以渊博精深之见解指出艺术发展的主要潮流”。丹纳主张研究学问，应“从事实出发，不从主义出发；不是提出教训而是探求规律，证明规律”。他认为物质文明与精神文明的性质面貌都取决于种族、环境、时代三大因素。从这原则出发，阐扬了意大利、尼德兰和古的艺术流派。最后一编“艺术中的理想”，为丹纳的美学。全书不但条分缕析，明白晓畅，而且富有热情，充满形象，色彩富丽，绝无一般理论文章的枯索沉闷之弊。
254,善恶的彼岸,《善恶的彼岸》于1885年夏动笔，翌年冬完成。尼采在该书中力图界定“善”与“恶”这两个相对的词，为图区分道德和非道德。他察觉到人们为使古代道德准则和现代人的需要相一致所做的努力，是有矛盾的，认识到人们经常在道德理论和社会实践之间做出妥协。他的目的是确立道德与需要之间的关系，为人类行为构造一个可操作的基础，所以，《善恶的彼岸》是尼采对一种新道德体系做出的最重要的贡献之一，触及了其哲学的许多最深层的原理。
255,浮士德,歌德的《浮士德》根据德国一个炼金术士向魔鬼出卖灵魂以换取知识和青春的古老传说，反其意而之，演示了广阔、深邃而崇高的人生内容，为人类自强不息的进取精神唱了一出迄今响彻寰的凯歌。在第一部正文前面，还有一幕提纲挈领的“天堂序曲”，为全剧的主题思想奠定了基调。
256,"鼠疫


    
       : 插图修订本",本书收录了法国现代著名存在主义文学家加缪的两部作品：《鼠疫》与《局外人》。这两部作品同是加缪最重要的代表作，均被列为现代世界文学名著。《局外人》写的是人在荒缪的世界中孤立无援，身不由已；《鼠疫》写的是面临同样的荒唐的生存时，却有着截然不同的态度，而是在艰苦搏斗中感受着人生的幸福。
257,"这个世界会好吗？


    
       : 梁漱溟晚年口述",美国芝加哥大学教授艾恺著有《最后的儒家:梁漱溟与中国现代化的两难》一书。艾氏为印证事实，订正该书未尽正确、周详之处，1980年8月特来华专访梁漱溟先生，长谈十余次。
258,哲学问题,本书作者、分析学派的主要代表人物英国哲学家罗素（Bertrand Russell，1872—1970）是当代西方最知名和最有影响的哲学家之一，也是最为中国读者所熟知的西方哲学家之一。他在数理逻辑的研究领域曾作出过开创性的贡献，同时他还是一位社会活动家和政论家。由于他多方面的成就，他一生曾获得过多种荣誉，包括1950年的诺贝尔奖。在哲学上，他的观点大抵早期是属于新实在主义的，晚年逐渐转向逻辑实证主义。本书是他早期的最后著作之一，书中较全面地阐述了他对许多哲学问题的论点，可以代表他早期哲学思想的一个概括性的总结。
259,吉尔·德勒兹,▼一本对法国重要哲学家吉尔•德勒兹新颖、扼要却又广博的哲学传记。
260,现代性的神学起源,《现代性的神学起源》是由米歇尔·艾伦·吉莱斯皮著，张卜天译，是一部颇具原创性的深刻著作。它把现代性追溯到中世纪晚期，认为从唯名论革命开始的西方神学传统的内部张力是现代形而上学、科学、政治、宗教哲学、人类学、虚无主义等等的真正发端，人文主义、宗教改革和现代思想分别对应着把人、神、自然置于存在者领域的优先地位。通过深入探讨奥卡姆、彼特拉克、路德、笛卡儿、霍布斯等人的思想及其内部争论，《现代性的神学起源》表明，要想化解现代性危机，必须首先理解现代性是如何起源的，现代性并非如传统看法所说是用理性战胜了宗教迷信，而是源于提出一种新的融贯的形而上学或神学的一系列尝试。《现代性的神学起源》能够大大开阔我们的视野，使我们更深入地理解现代性和目前的哲学、科学、政治、文化处境。
261,"大问题（第10版）


    
       : 简明哲学导论",本书的目的就是引导读者进入真正思考的大门。罗伯特•所罗门教授尤以擅长授课和写作清晰流畅著称，他不像一般哲学导论著作那样按照事件发生的顺序罗列哲学史上的一些观点，而是完全把读者当成一点都不了解哲学，从而按照一些大问题来组织材料，叙述生动，字里行间都透露出为普通读者的考虑。随着讨论的不断深入，读者会自然而然地进入哲学的殿堂，在不知不觉中熟悉哲学史上一些最重要的观点，而且很可能会对许多问题重新进行审视，真正享受思考的乐趣。
262,"致命的自负


    
       : 社会主义的谬误",1978年，年届80高龄，与形形色色的社会主义战斗了一生的哈耶克，希望让这场论战有个了断。他设想举行一次正式的大辩论，地点很可能是在巴黎，让社会主义的主要理论家与知识界中赞成市场秩序的领军人物对垒。他们所要讨论的问题是：“社会主义是错误的吗？”赞成市场秩序的人将会证明，不管是以科学、事实还是逻辑为根据，社会主义都是错误的，而且历来如此；本世纪社会主义思想在许多实践领域的应用屡屡遭受的失败，从整体上说便是这些科学谬误的直接后果。哈耶克把支持自由市场的主要论点写在一份宣言里，然后又压缩成了这本小书。
263,历史的教训,2014年10月13日，中共中央政治局就我国历史上的国家治理进行第十八次集体学习。习近平提出：牢记历史经验、牢记历史教训、牢记历史警示，为推进国家治理体系和治理能力现代化提供有益借鉴。他强调，历史是最好的老师。
264,聖經,新约书中常有引旧约书中的话或申明上文、或证实句中的本意、或彰显古时的预言、已得应验、每遇此话、加以引号、用注指明何书何章何节、但书目字数太多、用注不便、特于各书中简取一二字代用附入目录之下、以便读者查对
265,第二性（合卷本）,《第二性I》副标题为“事实与神话”，作者从生物学、精神分析学和历史唯物主义关于女性的观点出发，剖析女人变成“他者”的原因；随后，通过对人类历史的梳理，深刻地揭示了从原始社会到现今女性的命运；最后，本书以蒙泰朗、劳伦斯、克洛岱尔、布勒东和司汤达五位著名作家为例，对男性制造的“女性神话”进行分析，探讨男人眼中的女性形象及其体现的思想。
266,"我是谁？


    
       : 如果有我，有几个我？",这不是一部哲学史导论，也不是脑筋急转弯的哲学入门；它以“人是什么”的问题为起点，以现代科学研究成果为工具，探讨人的认知、伦理、信仰、自由和爱的意义等我们在生命里终究要面对的重要课题。
267,政治学,《政治学》是作者亚里士多德的“关于政体研究的专著”，具有多方面的学术价值，对于了解当时希腊社会的状况，了解古希腊人的政治、法律、伦理、教育思想，研究亚里士多德的学说，均有不可替代的作用。尽管这是一部论述政治问题的专著，但亚里士多德在探讨和阐释奴隶制各种政体及其统治形式的过程中也从教育与政治关系的角度，提出了一些教育的主张。
268,长青哲学,"《长青哲学》是一部神秘主义经典选集，融合了各家各派的观点，书中摘录有埃克哈特大师、鲁米、老子以及《薄伽梵歌》、《西藏度亡经》、《金刚经》、《奥义书》等选段，作者奥尔多斯•赫胥黎按照若干主题将这些经典选段串在一起。作者认为，“长青哲学”存在于世界上所有宗教的传统知识中，其成熟的形式则出现在每一种较为高级的宗教中。在这本《长青哲学》中，赫胥黎旨在揭示为一切信仰所共有的“神圣实在”，他以惊人的智慧和洞察力，考察了大量信仰形式，包括禅宗、印度教、道教、基督教神秘主义和伊斯兰教，研究了各种宗教传统中的精神信仰，并解释了这些信仰是如何统一在人类渴望体验神性这一共同的愿望之下的。 """
269,哲学起步,《哲学起步》是著名学者邓晓芒先生构建个性化哲学体系的尝试，也是一种古典而现代、朴素又深入的智慧思考。
270,形而上学与西方思维,人是在思想中生存的，不同的思想方式引导不同的生存。作为西方哲学的次一级学科，形而上学涉及的就是我们的思想方式问题，它并不疏离于人的生活。比如，我们说，“眼见为实”；但是，我们如何谈论那些不在感觉范围内却又和生存休戚相关的对象？有人说，“你命中注定就是穷鬼”，真的有“命运”吗？凭什么来理解或否定“命运”？这里涉及了理解的工具问题。简略来说，理解就是把那个需要理解的词（及其所指对象）放在主词位置上，然后填充谓词进行说明，这就是系词问题。系词问题不仅是语言学的问题。实际上，我们是在系词中思维和理解的，系词关系到我们的生存，决定着我们的生活方式。形而上学就是关于系词的学问，西方哲学家就是在这个貌似疏离、高蹈的问题上，展开他们对生活最切近的追问的。本书将追踪西方历史上的这条线索，展现西方人因不同的系词论而维系的迥异的思维和生活方式。
271,纯粹理性批判,《纯粹理性批判》被公认为是德国哲学家伊曼努尔·康德流传最为广泛，最具影响力的著作，同时也是整个西方哲学史上最重要和影响最深远的著作之一。初版于1781年，并于1787年再版的该书，常被称做康德的“第一批判”，并与其后的《实践理性批判》和《判断力批判》并称为康德“三大批判 ”。在这部西方哲学奠基式的著作中康德尝试将理性主义和经验主义接合起来，并以此反对大卫·休谟彻底的经验主义。
272,利维坦,《利维坦》全书分为四部分。第一部分《论人类》，开宗明义宣布了作者的彻底唯物主义自然观和一般的哲学观点，声称宇宙是由物质的微粒构成，物体是独立的客观存在，物质永恒存在，既非人所创造，也非人所能消灭，一切物质都于运动状态中。第二部分《论国家》，是全书的主体，主要描述自然状态中人们在不幸的生活中都享有“生而平等”的自然权利，又都有渴望和平和安定生活的共同要求，于是出于人的理性，人们相互间同意订立契约(信约)，放弃各人的自然权利，把它托付给某一个人或一个由多人组成的集体(如议会)，这个人或集体能把大家的意志化为一个意志，能把大家的人格统一为一个人格；大家则服从他的意志，服从他的判断。第三部分《论基督教体系的国家》，旨在否认自成一统的教会，抨击教皇掌有超越世俗政权的大权。第四部分《论黑暗的王国》，其主要矛头是针对罗马教会，大量揭发了罗马教会的腐败黑暗、剥削贪婪...
273,幸福之路,《幸福之路》作者罗素在书中的论述是最为精彩纷呈和实用有效的。亚里士多德论述过哲学家纯粹思辨的幸福；帕斯卡尔描述过圣者皈依洞见的幸福。至于最大多数人如何把握日常生活中的幸福。经典，就是那种读了一遍，还可以读第二第三遍，经得起反复读的作品；是那种我们自已读，还乐丁推荐给朋友，甚至留给孩子阅读的作品。
274,哲学家死亡录,探讨哲学就是学习如何去死 。
275,存在主义是一种人道主义,存在主义是现代西方哲学中的影响极大、流传极广、风行一时的哲学流派。其主要代表人物就是法国哲学家萨特，他的思想渗透于各种意识形态和生活方式之中。
276,"人论


    
       : 人类文化哲学导引",卡西尔的“文化哲学”体系，在他三卷本的《符号形式的哲学》中得到了系统的论述。《人论》一书正是他晚年到美国后，用英文简要地阐述《符号形式的哲学》基本思想的一本书，但其中也增加了不少新的观点。。《人论》上篇着力于人的特点的研究，指出人具有创造“理想世界”的能力，人的本质就是人的无限的创造活动，并独树一帜地把人定义为“符号的动物”。下篇从这一定义出发，对各种文化现象，诸如神话、宗教、语言、艺术、历史、科学等，进行全面的探索。书中探幽析微，旁征博引，充分体现了一位哲学大师的睿智与精深。
277,诗学,《诗学》立论精辟，内容深刻，虽然篇幅不长，但气度不小，无疑是一篇有分量、有深度的大家之作。《诗学》探讨了一系列值得重视的理论问题，如人的天性与艺术摹仿的关系，构成悲剧艺术的成分，悲剧的功用，情节的组合，悲剧和史诗的异同，等等。《诗学》提出的某些观点――如情节是对行动的摹仿的观点和诗评不应套用评论政治的标准的观点――在当时具有可贵的创新意义。这篇不朽的著作集中地反映了一种新的、比较成熟的诗学思想的精华。
278,系统的哲学,从赫拉克利特开始，辩证法大师眼中的自然都是流动不息的火焰。为了把握这火焰的内在发展和自我否定，哲学家在凝固僵化的概念规定中引进了规定的自我否定，这就是矛盾。然而，矛盾会导致逻辑的破坏，因而现遭到科学的冷遇。怎样走出这个哲学的怪圈？科学和哲学有无内在的共同基础？当代人又怎样基于科学的要求和进展来改造哲学？
279,"推理的迷宫


    
       : 悖论、谜题，及知识的脆弱性",本书搜集了经典的思想实验和哲学沉思，这些问题触及逻辑推理和语言的终极界限。作者庞德斯通向读者证明，它们不是脑筋急转弯那么简单，对于这些问题的深入思考涉及密码学、决策论、亚原子物理和计算机编程等领域。
280,人生中不可不想的事,本书以一问一答的方式展现其智慧的结晶，克氏常常在林间散步及树下静坐，从大自然里体悟人类问题的根本纠结所在。他常常以一首诗的方式或描述林间的小鸟飞翔，或描述印度河边洗衣的老妇人，带领你进入他的思想世界，既无诡辩也无知识累积的累赘。他常常强调真理自在人心及独立思考判断的重要性，他强调的是真理必须自己去追求，去领悟无法经由别人代替你去做。就好像身体的病痛必须自己去承担任何人都无法替你去承担去一样。这就是为什么这不只是一本好书还是直得珍藏的好书。
281,论优美感和崇高感,《论优美感和崇高感》是康德在第三批判之外唯一的一篇美学著作。充分显示了作者的风格、人格与若干重要思路。书中的主要内容有两点：一是优美与崇高的对立与统一，一是强调美的主观性。
282,纳尔齐斯与歌尔德蒙,赫尔曼·黑塞（1877-1962），德国作家，1946年获得诺贝尔文学奖。《纳尔齐斯与歌尔德蒙》是作者1930年出版的力作。小说叙述代表理性的禁欲主义与代表情人感官享乐主义的一对朋友的经历。
283,"容忍与自由


    
       : 胡适读本",为纪念胡适先生诞辰120周年，胡适先生所著《容忍与自由：胡适读本》，由台湾胡适纪念馆主任潘光哲先生重新编辑。《容忍与自由：胡适读本》选取在当时即引起很大反响的十九篇文章，并分为三卷。第一卷，我们需要什么样的文明，选录了胡适对于思想文化和学术教育领域之思考。第二卷，我们需要什么样的自由，选录了胡适关于自由民主的文献。第三卷，我们需要什么样的社会，选录了胡适思想如何推动社会改革的文献。《容忍与自由：胡适读本》不在高深的理论，而在对大众普及胡适先生改造社会的重要思想，《容忍与自由:胡适读本》配以大量珍贵图片、历史背景、延伸阅读等材料，最大限度地还原胡适先生思想精华，以当年文章回应当今时代主题。
284,规训与惩罚(修订译本)(第4版),《规训与惩罚(修订译本)》旨在论述关于现代灵魂与一种新的审判权力之间相互关系的历史，论述现行的科学一法律综合体的系谱。在这种综合体中。惩罚权力获得了自身的基础、证明和规则。扩大了自己的效应，并且用这种综合体掩饰自己超常的独特性。
285,"写给无神论者


    
       : 宗教对世俗生活的意义",尽力去证明上帝是不存在的，不过是许多无神论者的兴趣所在，但是真正的问题不是在于上帝到底存不存在，而是在于一旦假设他不存在，人类将如何自处。《写给无神论者的宗教》主题在于一个人即使是一个无信仰者，但是他也能发现宗教是有用的、有趣的并且给人带来安慰的 。在这部刺激的完全属于作者首创的并且即将面临着争议的作品中，德波顿认为世俗的人们可以从与宗教有着千丝万缕联系的道德、艺术和教育等等领域中去学得一些东西。在这本书中，德尽力去淡化和消弥宗教中教条主义的一面，摄取了宗教中能够安慰怀疑论者当下思想的一面，让人们去感受美丽和睿智的东西。
286,控制论与科学方法论,本书从控制论和系统论基本概念的角度介绍科学方法论知识。书中选用大量生动的事例，深人浅出地介绍了控制、反馈、信息、思维和组织，系统及其演化，质变的数学模型等问题。在香港和台湾地区，被很多学校、企业选为教材。
287,先知,《先知》（有声读物版）讲述清晨，带着一颗雀跃的心醒来，感谢又一个充满爱的日子；午休，沉思爱的心旷神怡；黄昏，带着感激之情回家；睡前，为你心中的挚爱祈祷，唇间吟诵着赞美诗。在你独居的岁月中，你观察过我们的生活；在你不眠的时刻，你倾听过我们梦中的哭泣与欢笑。因此，请让我们有自知之明，告诉我们，你所知道的生与死之间的一切。
288,"资本主义与精神分裂 （卷二）


    
       : 千高原",作为《资本主义与精神分裂》的续作，本书将前作《反—俄狄浦斯》中已然肇始的思想实验向更为开放而宽广的领域推进：地质学、生物学、史学、神话学、数学，等等，都成为真正的思想—“根茎”的蔓生之地。而盘踞于传统思想模式中的种种“层”、“编码”、“超越性平面”、“纹理化空间”等，则伴随着这场激动人心的实验进程而渐次烟消云散。全书散布着一座座流播强度的“高原”，而多元性、异质性的连接则成为它们之间彼此沟通的横贯线。但在乱花迷人眼的表象之下，全书却流淌着纯正的哲学血液，因为它所致力于的正是德勒兹一以贯之的信念：哲学，就是概念的创造，就是新思想方式的创生。
289,"改变


    
       : 问题形成和解决的原则",在我们的日常生活中，合平常理及遵从逻辑的思维方式．确实是一种解决之道，但有时中规中矩的做法反而导致 失败，而那些看似不合逻辑和非理性的行动，却出乎意料地使问题得以改善。这种矛盾悖论的现象．正是本书所要探讨的主题。 　本书三位作者是美国斯坦福大学医学院精神病与行为科学系临床教授，帕洛阿尔托心理研究院精简治疗中心的创始人和研究人员，他们共同发展了当今心理治疗领域深具影响力的精简治疗理论和模式。本书作者根据自己长期的临床实践经验，深入探讨了人们面对难题时的“变”与“不变”的态度．以及问题是如何形成、为何会持续存在、如何又被突破解决的过程。他们依据群论和逻辑类型理论．提出了第二序改变的观点，强调解决问题本身，而非对问题的追本溯源。虽然书中引用的案例来自心理治疗．但其所提出的问题形成和解决的理念却适合人类互动的各种社会情境，甚至是国际关系的范畴。 　本书充满辩...
290,"荒原狼


    
       : 荒原狼",赫尔曼·黑塞（1877-1962），德国作家，1946年获得诺贝尔文学奖。《荒原狼》是黑塞中期创作的代表作，亦是他创作生涯中的里程碑。
291,西方哲学史,《西方哲学史（全新译本 增补修订版）》是梯利在康奈尔大学教书时编写的教材；出版于1914年，书一经出版，立即被哲学界奉为名著。在这之前，无论中西方，鲜有像样的哲学史专著，即使大学里的哲学系也是为各家哲学流派所控制，很少讲授现代意义的哲学史课程。可以说梯利的这本书开创了哲学史教育的新局面，提供了哲学史编写的范本。在它以后，卷轶繁多的哲学史才开始陆续出现。我们读这本书，是因为梯里开创了一门学科——以前的哲学史类书籍，充其量只是“历史上的哲学”，只是罗列了历史上的一些哲学家，以及他们提出过的观点，至于他们的内在联系，着墨不多。梯利的难能可贵之处在于，他认为哲学史必须力求把每一种宇宙观放在它适当的背景中，把它看成是有机整体的一部分，把它同它过去、现在和将来，文化的、政治的、道德的、社会的和宗教的因素联系起来，系统而有机地加以诠释、解析。因此可以说，梯利的著作...
292,过于喧嚣的孤独,本书是作者最重要的代表作，酝酿二十年，三易其稿。正如作者自己所说“我为它而活着，并为写它推迟了我的死亡”。小说诗意地叙述了一个在废纸回收站工作三十五年的打包工汉嘉，他把珍贵的图书从废纸堆中捡出来，藏在家里，抱在胸口。他狂饮啤酒，“嘬糖果似的嘬着”那些“美丽的词句”。这是一个忧伤的故事，爱情的忧伤，文化的忧伤。
293,我执,本书为梁文道先生所撰写的散文随笔集，是以香港《成报》文采版专栏“秘学笔记”的文字为主，谈及爱情婚姻、日常生活、疾病经历、信仰感悟、城市文化、文学艺术、历史记忆等个人生活体验和人生感受诸多方面。读来清新自然，体贴入微，在淡雅简约的叙述中往往给人意外的启迪。
